,location account #,business name,dba name,street address,city,location description,mailing address,mailing city,mailing zip code,naics,primary naics description,council district,location start date,location end date,location,zip_code
104,0002477729-0002-9,SUTEERA RAKSANOH,GREEN PAPAYA,2108 COLORADO BLVD,eagle rock,2108 COLORADO 90041-1222,,,,722110,Full-service restaurants,14,02/01/2021,,"(34.1388, -118.2124)",90041
105,0002460847-0001-0,EL GALLITO LLC,EL GALLITO RESTAURANTE,3425 E 1ST STREET #102,los angeles,3425 1ST 90063-2913,11503 AEOLIAN STREET,WHITTIER,90606-3303,722110,Full-service restaurants,14,08/26/2009,,"(34.0367, -118.1941)",90063
106,0002934014-0001-7,SIRIKORN STAPORNKUL,MINT GARDEN THAI RESTAURANT,4850   VAN NUYS BLVD,sherman oaks,4850 VAN NUYS 91403-2101,,,,722110,Full-service restaurants,4,07/01/2016,,"(34.1591, -118.4485)",91403
107,0003319067-0001-4,BECK & CHO HOLDINGS INC,,3122 W 8TH STREET,los angeles,3122 8TH 90005-1901,,,,722110,Full-service restaurants,10,06/15/2022,,,90005
108,0003096496-0001-6,YELLOW HOUSE GROUP,,234 S OXFORD AVENUE,los angeles,234 OXFORD 90004-5105,234 S OXFORD AVENUE,LOS ANGELES,90004-5105,722110,Full-service restaurants,10,01/01/2019,,"(34.0701, -118.3076)",90004
109,0002773009-0001-3,THE HISTORIC BAR INC,,5168 MELROSE AVENUE,los angeles,5168 MELROSE 90038-4117,5162 MELROSE AVENUE,LOS ANGELES,90038-4117,722110,Full-service restaurants,13,05/01/2015,,"(34.0835, -118.3128)",90038
110,0003143952-0001-6,THE SEAFOOD XPERIENCE LLC,THE SEAFOOD XPERIENCE LLC,2100 W FLORENCE AVENUE      #C,los angeles,2100 FLORENCE 90047-2137,,,,722110,Full-service restaurants,8,08/01/2019,,"(33.9743, -118.3158)",90047
111,0002282809-0002-9,GLOBAL DINING INC OF CALIFORNIA,SETTECENTO,700 W 5TH STREET,los angeles,700 5TH 90071-2026,,,,722110,Full-service restaurants,14,06/30/2022,,,90071
112,0003143616-0001-5,JENNIFER VANESSA TEJADA,PEANUT BUTTER & JENNY,600 W 52ND STREET,los angeles,600 52ND 90037-3312,,,,722110,Full-service restaurants,9,08/16/2019,,"(33.9955, -118.2842)",90037
113,0000786049-0001-7,RUNWAY TWO-FIVE CORP,THE PROUD BIRD,11022 AVIATION BLVD,los angeles,11022 AVIATION 90045-6105,150 PAULARINO AVENUE BUILDING #C,COSTA MESA,92626-3339,722110,Full-service restaurants,11,05/01/1967,,"(33.9351, -118.3784)",90045
114,0003315812-0002-8,531 FAIRFAX INC,UBUD LA,531 N FAIRFAX AVENUE,los angeles,531 Fairfax 90036-1715,16610 VENTURA BLVD,ENCINO,91436-1913,722110,Full-service restaurants,5,08/01/2022,,"(34.081, -118.3616)",90036
115,0003311677-0001-9,DON KATSU,,5122 Whittier,los angeles,5122 WHITTIER 90022,3445 Granada,El Monte,91731-2406,722110,Full-service restaurants,0,05/01/2022,,"(34.0207, 34.0207)",90022
116,0003311122-0001-7,WESTERN AXE LLC,MO'S HOUSE OF AXE,607 S WESTERN AVENUE,los angeles,607 WESTERN 90005-3051,8033 W Sunset #1105,Los Angeles,90046-2401,722110,Full-service restaurants,10,04/18/2022,,,90005
117,0003122433-0002-1,"5 LINE MANAGEMENT, LLC",5 LINE TAVERN,2136   COLORADO BLVD   #A,los angeles,2136 COLORADO 90041-1242,,,,722110,Full-service restaurants,14,04/23/2019,,"(34.1388, -118.2133)",90041
118,0003076640-0001-4,"BRBP, LP",,1033   SWARTHMORE AVENUE,pacific palisades,1033 SWARTHMORE 90272-2506,101   THE GROVE DRIVE,LOS ANGELES,90036-6221,722110,Full-service restaurants,11,09/21/2018,,"(34.0481, -118.5253)",90272
119,0003134508-0001-3,"CH - LITTLE TOKYO, LLC",CURRY HOUSE JAPANESE CURRY & SPAGHETTI,123   ONIZUKA STREET   SUITE #204,los angeles,123 ONIZUKA 90012-3847,120   CHULA VISTA,HOLLYWOOD PARK,78232-2234,722110,Full-service restaurants,14,06/21/2019,,"(34.0503, -118.242)",90012
120,0003322163-0001-0,SUNSET 2022 FOREVER INC,CHEF VIVOLI,7994 W Sunset,los angeles,7994 SUNSET 90046,,,,722110,Full-service restaurants,13,07/01/2022,,"(34.0976, 34.0976)",90046
121,0003134447-0001-5,YOON CHOI,CAN-ZO,18212 S WESTERN AVENUE,gardena,18212 WESTERN 90248-3819,1510 W ARTESIA SQUARE   UNIT #G,GARDENA,90248-4768,722110,Full-service restaurants,15,06/27/2019,,"(33.8649, -118.309)",90248
122,0003136883-0001-9,MICHAS TECHNOLOGIES INC,ELENI'S KITCHEN,6407   VAN NUYS BLVD,van nuys,6407 VAN NUYS 91401-1437,,,,722110,Full-service restaurants,6,07/10/2019,,"(34.187, -118.4491)",91401
123,0003321772-0001-1,BEEPI AND LEK LLC,VEGAN HOUSE THAI BISTRO,1435 N Highland,los angeles,1435 HIGHLAND 90028,,,,722110,Full-service restaurants,13,06/29/2022,,"(34.0972, 34.0972)",90028
124,0000097465-0001-4,GUADALUPE PEREZ,BRITE SPOT RESTAURANT,615 S PACIFIC AVENUE,san pedro,615 PACIFIC 90731-2629,1720 E ANAHEIM STREET,LONG BEACH,90813-3905,722110,Full-service restaurants,15,03/26/1994,,,90731
125,0002797773-0001-1,CM TORRES CORP,BLACK ROSE TAVERN,8771 W PICO BLVD,los angeles,8771 PICO 90035-2212,20460 MAROGE CIRCLE,SANTA CLARITA,91350-3811,722110,Full-service restaurants,5,02/20/2015,,"(34.0546, -118.383)",90035
126,0003137249-0001-0,CON SABOR A PERU INC,,5163   VENICE BLVD,los angeles,5163 VENICE 90019,5163   VENICE BLVD,LOS ANGELES,90019-5201,722110,Full-service restaurants,10,08/01/2019,,"(34.0452, -118.3531)",90019
127,0003137607-0001-9,CLAUDIA MARIA MALDONADO PERLA,MONSTER BURGER #3,8025   AVALON BLVD,los angeles,8025 AVALON 90003-2612,,,,722110,Full-service restaurants,9,08/01/2019,,"(33.9657, -118.2655)",90003
128,0003133590-0001-2,CHINNAWAT YUENYONGSAKUL,,11736   VICTORY BLVD,north hollywood,11736 VICTORY 91606-3422,,,,722110,Full-service restaurants,2,06/30/2019,,"(34.1864, -118.3891)",91606
129,0003137247-0001-1,MI & KI INC.,ONE 80 PIZZERIA,8519 W PICO BLVD,los angeles,8519 PICO 90035,8519 W PICO BLVD,LOS ANGELES,90035-2409,722110,Full-service restaurants,5,08/03/2019,,"(34.0536, -118.3773)",90035
130,0002532512-0003-9,NORMA LUCIA JIMENEZ PEREZ,VIVA LA ESTRELLA BELEN,1949 E 1ST STREET,los angeles,1949 1st 90033-3412,,,,722110,Full-service restaurants,14,06/01/2022,,"(34.0461, -118.2158)",90033
131,0002808746-0001-9,PHILLIP E HUGHES,JUNIORS BBQ PIT,7501 S WESTERN AVENUE,los angeles,7501 WESTERN 90047-2430,900 N ALAMEDA STREET #862365,LOS ANGELES,90086-2513,722110,Full-service restaurants,8,02/24/2015,,"(33.9718, -118.3089)",90047
132,0000480189-0003-6,AM BEST FOOD INC,GRIFFITH PARK CLUBHOUSE GRILL & EVENT CENTER,4730   CRYSTAL SPRINGS DRIVE,los angeles,4730 CRYSTAL SPRINGS 90027-1401,3207   LOS FELIZ BLVD,LOS ANGELES,90039-1508,722110,Full-service restaurants,4,06/17/2019,,"(34.1235, -118.2739)",90027
133,0003310989-0001-9,MARIA VANNUCCI,WE ARE PACHAMAMA ICA,1425 OCEAN FRONT WALKS,venice,1425 OCEAN FRONT 90291-3605,,,,722110,Full-service restaurants,11,06/15/2022,,"(33.9877, -118.4741)",90291
134,0003326352-0001-7,GUZISAAC ENTERPRISES LLC,,238 E Belmont,rialto,238 BELMONT 92377,,,,722110,Full-service restaurants,0,08/02/2022,,"(34.1408, 34.1408)",92377
135,0003135682-0001-1,FEFI AVI CORP,ILOPANGO RESTAURANT,8332   SEPULVEDA BLVD   #5,north hills,8332 SEPULVEDA 91343-6529,,,,722110,Full-service restaurants,6,07/03/2019,,"(34.2222, -118.4672)",91343
136,0000910027-0001-3,VICTORIA NAVARRO,ALBERTAS MEXICAN FOOD,1304 W PACIFIC COAST HIGHWAY,wilmington,1304 PACIFIC COAST 90744-2430,,,,722110,Full-service restaurants,15,04/01/1999,,,90744
137,0000104152-0001-9,THEM L TANG,HONG KONG EXPRESS,3646 E OLYMPIC BLVD,los angeles,3646 OLYMPIC 90023-3129,,,,722110,Full-service restaurants,14,04/21/2000,,,90023
138,0002572385-0002-9,BLAZIN WINGS INC,BUFFALO WILD WINGS,15301 VENTURA BLVD UNIT #P16,sherman oaks,15301 VENTURA 91403-5894,3 GLENLAKE PARKWAYS,ATLANTA,30328-3584,722110,Full-service restaurants,4,08/14/2013,,"(34.1537, -118.4656)",91403
139,0003134137-0001-7,SABORES MEXICAN FOOD INC,MARGARITAS MEXICAN FOOD,2101 W PICO BLVD   UNIT #A5,los angeles,2101 PICO 90006,2101 W PICO BLVD   UNIT #A5,LOS ANGELES,90006-4900,722110,Full-service restaurants,1,04/01/2019,,"(34.0476, -118.2829)",90006
140,0000271995-0001-1,"O DAE SAN, INC.",O DAE SAN,2889 W OLYMPIC BLVD,los angeles,2889 OLYMPIC 90006-2635,300 W VALLEY BLVD,ALHAMBRA,91803-3338,722110,Full-service restaurants,10,11/20/2003,,"(34.0526, -118.2973)",90006
141,0003313104-0001-3,BERENICE BETANCOURT,LOS PILARES DE SAN JUAN,13324 Van Nuys,pacoima,13324 VAN NUYS 91331,13324 Van Nuys,Pacoima,91331-3004,722110,Full-service restaurants,7,05/02/2022,,"(34.2648, 34.2648)",91331
142,0003216468-0001-4,AMECI PIZZA AND PASTA KITCHEN,ALVIN LEWIS,3860 CRENSHAW BLVD    #101&102,los angeles,3860 CRENSHAW 90008-1816,POST OFFICE BOX #561546,LOS ANGELES,90056-0237,722110,Full-service restaurants,10,10/19/2020,,,90008
143,0003135254-0001-6,SUN RAMEN & SUSHI BAR INC,SUN RAMEN & SUSHI BAR,7578   WINNETKA AVENUE,winnetka,7578 WINNETKA 91306-2930,7115   ETIWANDA AVENUE   #7,RESEDA,91335-4421,722110,Full-service restaurants,3,07/02/2019,,"(34.208, -118.5709)",91306
144,0000106116-0001-7,MARIA RAMIREZ,LA AZTECA,4203 CHEVY CHASE DRIVE,los angeles,4203 CHEVY CHASE 90039-1274,,,,722110,Full-service restaurants,13,02/08/1994,,,90039
145,0000195355-0061-7,PANDA EXPRESS INC,PANDA EXPRESS 2648,741 S SOTO STREET,los angeles,741 SOTO 90023-1336,1683   WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,14,05/01/2017,,"(34.0347, -118.2158)",90023
146,0003321878-0001-6,NATALY DAISY DEL RIO,TACOS EL MICHOACAN,12723 Waldorf,lynwood,12723 WALDORF 90262,,,,722110,Full-service restaurants,0,06/30/2022,,"(33.9074, 33.9074)",90262
147,0003132196-0001-0,ORI RESTAURANTS INC,ELA,307   LINCOLN BLVD,venice,307 LINCOLN 90291-2842,,,,722110,Full-service restaurants,11,06/17/2019,,"(34.0011, -118.4677)",90291
148,0002824314-0004-4,CREWS LAX2 LLC,PICK UP STIX,200 WORLD WAY SPACE #236FB,los angeles,200 WORLD 90045-5885,8685 W SAHARA AVENUE SUITE #280,LAS VEGAS,89117-5886,722110,Full-service restaurants,11,05/15/2015,,"(33.9452, -118.4019)",90045
149,0002456033-0002-8,LEMONADE RESTAURANT GROUP LLC,,250 S GRAND AVENUE,los angeles,250 GRAND 90012-3007,1600 CHAMPA STREET SUITE #340,DENVER,80202-2709,722110,Full-service restaurants,14,09/20/2009,,"(34.0538, -118.2503)",90012
150,0003058185-0001-2,GUADALUPE RIVAS,IRENE'S RESTAURANT,2215 S CENTRAL AVENUE,los angeles,2215 CENTRAL 90011-1238,1523 E 42ND STREET,LOS ANGELES,90011-3317,722110,Full-service restaurants,9,05/31/2018,,"(34.0217, -118.2532)",90011
151,0003312408-0001-9,AUSILIO LONG BEACH LLC,CLUCK AND BLAZE,8305 Laurel Canyon,sun valley,8305 LAUREL CANYON 91352,4501 E Carson #107,Long Beach,90808-1756,722110,Full-service restaurants,6,04/26/2022,,"(34.2218, 34.2218)",91352
152,0000645091-0001-1,MARIBEL CORTEZ,EL CANCUN,7228 CANBY AVENUE #A,reseda,7228 CANBY 91335-8136,,,,722110,Full-service restaurants,3,08/01/2004,,"(34.2016, -118.5347)",91335
153,0002678161-0001-8,VICTORY BREAD LLC,VICTORY BREAD,14049 VICTORY BLVD,van nuys,14049 VICTORY 91401-2225,,,,722110,Full-service restaurants,2,04/24/2013,,"(34.1866, -118.4391)",91401
154,0003136469-0001-6,VERN THEATER INC,DON QUIXOTE,2811 E OLYMPIC BLVD,los angeles,2811 OLYMPIC 90023-3411,1216 E OJAI AVENUE,OJAI,93023-3015,722110,Full-service restaurants,14,07/09/2019,,"(34.0235, -118.2172)",90023
155,0002818016-0001-7,"SUCHITLAN RESTAURANT, INC.",SUCHITLAN RESTAURANT,13683 VAN NUYS BLVD,pacoima,13683 VAN NUYS 91331-3617,13683 VAN NUYS BLVD,PACOIMA,91331-3617,722110,Full-service restaurants,7,03/02/2015,,"(34.2596, -118.4309)",91331
156,0003228583-0001-8,JOSE LUIS PACHECO DIMAS,MARISCOS GARIBALDI,1859 E 1ST STREET,los angeles,1859 1ST 90033,,,,722110,Full-service restaurants,14,01/01/2021,,"(34.047, -118.2177)",90033
157,0003137029-0001-6,USBE GROUP INC,RJ BAR & ENTERTAINMENT,3855   WILSHIRE BLVD,los angeles,3855 WILSHIRE 90010,968 S NEW HAMPSHIRE AVENUE   UNIT #3,LOS ANGELES,90006-1628,722110,Full-service restaurants,10,08/01/2019,,"(34.0619, -118.3107)",90010
158,0000114971-0001-3,LUIS ESTEVEZ,TACOS LA NENA,4427 AVALON BLVD,los angeles,4427 AVALON 90011-5626,3527 BLANCHARD STREET,LOS ANGELES,90063-3841,722110,Full-service restaurants,9,03/16/1994,,,90011
159,0003326170-0001-9,HEALTHY AMERICA CA LLC,LOVE LIFE NOURISH,8900 VENICE BLVD UNIT #101,culver city,8900 VENICE 90232-2361,1005 W 38TH STREET SUITE #300,AUSTIN,78705-1042,722110,Full-service restaurants,0,08/01/2022,,,90232
160,0000216453-0001-4,LACOCINITA RESTAURANT INC,,13178 VAN NUYS BLVD,pacoima,13178 VAN NUYS 91331-2572,,,,722110,Full-service restaurants,7,10/09/2004,,"(34.2677, -118.4198)",91331
161,0000410027-0002-4,DENSAIF INC,DENNY'S 9395,12861   ENCINITAS AVENUE,sylmar,12861 ENCINITAS 91342-3518,13515   HUBBARD STREET,SYLMAR,91342-4419,722110,Full-service restaurants,7,02/07/2019,,"(34.303, -118.4783)",91342
162,0002934939-0001-1,"GOLDEN ORANGE, INC.",O SUSHI,11082   SANTA MONICA BLVD,los angeles,11082 SANTA MONICA 90025-3561,11082   SANTA MONICA BLVD,LOS ANGELES,90025-3561,722110,Full-service restaurants,5,02/23/2016,,"(34.0476, -118.4439)",90025
163,0003309360-0001-1,GREGORY BADRYAN,YEREVAN STEAK HOUSE,5752 LANKERSHIM BLVD,north hollywood,5752 LANKERSHIM 91601-1627,,,,722110,Full-service restaurants,2,04/07/2022,,"(34.1752, -118.3807)",91601
164,0003084627-0001-1,RITROVO PLAYA VISTA LLC,RITROVO,6020   SEABLUFF DRIVE   SUITE #4,playa vista,6020 SEABLUFF 90094-2211,6020   SEABLUFF DRIVE   SUITE #4,PLAYA VISTA,90094-2211,722110,Full-service restaurants,11,11/15/2018,,"(33.9737, -118.4221)",90094
165,0000684752-0004-1,"GRILL CONCEPTS, INC.",DAILY GRILL,5410 W CENTURY BLVD,los angeles,5410 CENTURY 90045-5912,5765 S RAINBOW BLVD   SUITE #101,LAS VEGAS,89118-2537,722110,Full-service restaurants,11,04/19/2010,,"(33.9452, -118.3746)",90045
166,0003131954-0001-4,TACOMIENDO MEXICAN RESTAURANT,,4502   INGLEWOOD BLVD,culver city,4502 INGLEWOOD 90230-5857,,,,722110,Full-service restaurants,11,06/18/2019,,"(33.9949, -118.4176)",90230
167,0000649093-0014-1,"MCDONALD'S RESTAURANTS OF CALIFORNIA, INC.",MC DONALDS #2084,3124 N SAN FERNANDO ROAD,los angeles,3124 SAN FERNANDO 90065-1413,POST OFFICE BOX #183090,COLUMBUS,43218-3090,722110,Full-service restaurants,13,01/26/1991,,"(34.1155, -118.2465)",90065
168,0003194906-0001-5,GARFONOS PIZZA LLC,LA HOT WINGS,5468 VALLEY BLVD,los angeles,5468 VALLEY 90032-3530,,,,722110,Full-service restaurants,14,04/28/2020,,"(34.0734, -118.1638)",90032
169,0003132861-0001-3,SANTIAGO A CERVANTES,TIROS CHICKEN,6225 S SAN PEDRO STREET,los angeles,6225 SAN PEDRO 90003-1636,,,,722110,Full-service restaurants,9,06/20/2019,,"(33.9826, -118.2699)",90003
170,0002783852-0001-1,SAZON K-TRACHO,,4181 S FIGUEROA STREET,los angeles,4181 FIGUEROA 90037,4181 S FIGUEROA STREET,LOS ANGELES,90037-2040,722110,Full-service restaurants,9,09/01/2014,,"(34.0073, -118.2827)",90037
171,0003311627-0001-1,EL BURRITO JALAPENO LLC,,726 S Pacific AVENUE,san pedro,726 PACIFIC 90731,529 W 12th #1,San Pedro,90731-4445,722110,Full-service restaurants,15,02/16/2022,,"(33.7373, 33.7373)",90731
172,0002853789-0001-2,"INTERNATIONAL FRANCHISE GROUP, INC.",,2010 JAMES M WOOD BLVD,los angeles,2010 JAMES M WOOD 90006-3006,2010 JAMES M WOOD BLVD,LOS ANGELES,90006-3006,722110,Full-service restaurants,1,08/21/2015,,"(34.0529, -118.2777)",90006
173,0003134728-0001-7,TAQUERIA JEREZ INC,,8610   VAN NUYS BLVD   #12,panorama city,8610 VAN NUYS 91402-7207,POST OFFICE BOX #4141,PANORAMA CITY,91412-4141,722110,Full-service restaurants,6,08/30/2016,,"(34.2268, -118.4494)",91402
174,0000005775-0008-8,PANDHER FAST FOOD INC,,6576   VAN NUYS BLVD,van nuys,6576 VAN NUYS 91401-1426,12771   VAN NUYS BLVD,PACOIMA,91331-1627,722110,Full-service restaurants,6,06/12/2019,,"(34.1903, -118.448)",91401
175,0003260705-0001-1,"DOKKAEBI RESTAURANT, INC.",,3950   WILSHIRE BLVD,los angeles,3950 WILSHIRE 90010,3950   WILSHIRE BLVD,LOS ANGELES,90010-3303,722110,Full-service restaurants,10,07/14/2021,,"(34.0614, -118.313)",90010
176,0000119896-0001-1,"HOME RESTAURANT SAVP, INC.",HOME RESTAURANT,1760 HILLHURST AVENUE,los angeles,1760 HILLHURST 90027-4457,,,,722110,Full-service restaurants,4,01/11/2001,,,90027
177,0003218548-0001-0,1956 INC,CLUB 1956,1600 ARGYLE AVENUE,los angeles,1600 ARGYLE 90028-6408,5123 WILBUR AVENUE,TARZANA,91356-4014,722110,Full-service restaurants,13,11/15/2020,,"(34.1, -118.3249)",90028
178,0000120820-0001-0,ROGELIO FONSECA,LA ABEJA RESTAURANT,3700 N FIGUEROA STREET,los angeles,3700 FIGUEROA 90065-2447,,,,722110,Full-service restaurants,1,05/01/1995,,,90065
179,0000509555-0001-3,"BELLA KING FOODS, INC.",KING COLE PIZZA,612 S LORENA STREET,los angeles,612 LORENA 90023-1644,,,,722110,Full-service restaurants,14,05/01/1986,,"(34.0304, -118.1992)",90023
180,0003209037-0001-1,EARTH VIBES RESTAURANT INC,,13231 GLADSTONE AVENUE,sylmar,13231 Gladstone 91342-3116,13231 GLADSTONE AVENUE,SYLMAR,91342-3116,722110,Full-service restaurants,7,09/01/2020,,"(34.3112, -118.429)",91342
181,0003105210-0001-4,"AMERICAN BEAUTY VENTURE, LLC",AMERICAN BEAUTY,425   ROSE AVENUE,venice,425 ROSE 90291-2629,2434   LINCOLN BLVD,VENICE,90291-6034,722110,Full-service restaurants,11,03/01/2019,,"(33.9981, -118.4745)",90291
182,0003135214-0001-1,"ITWIL, INC.",ROAD TO SEOUL,1230 S WESTERN AVENUE,los angeles,1230 WESTERN 90006,1230 S WESTERN AVENUE,LOS ANGELES,90006-3108,722110,Full-service restaurants,10,07/01/2019,,"(34.0487, -118.3087)",90006
183,0002963854-0002-7,SHABUSHI INC,STREET FOODS MARKET,5155   HOLLYWOOD BLVD,los angeles,5155 HOLLYWOOD 90027-6113,,,,722110,Full-service restaurants,13,06/28/2019,,"(34.1018, -118.3023)",90027
184,0003134594-0001-8,LADUREE LOS ANGELES LLC,LADUREE MANSUR GAVRIEL,8475   MELROSE PLACE,los angeles,8475 MELROSE 90069,311 N BEVERLY DRIVE,BEVERLY HILLS,90210-4713,722110,Full-service restaurants,5,07/12/2019,,"(34.0839, -118.3759)",90069
185,0003259308-0001-1,JA & JC INC,LEMON ZEST,14622   VENTURA BLVD   UNIT #103,sherman oaks,14622 VENTURA 91403-3662,14622   VENTURA BLVD   UNIT #103,SHERMAN OAKS,91403-3662,722110,Full-service restaurants,4,06/29/2021,,"(34.151, -118.4522)",91403
186,0002533277-0001-0,RECREATIONAL ENGINEERING LLC,RODEO KING OF RAMADA,21340 DEVONSHIRE STREET SUITE #B,chatsworth,21340 DEVONSHIRE 91311-2320,5249   COLODNY DRIVE   SUITE #8,AGOURA HILLS,91301-2637,722110,Full-service restaurants,12,01/01/2011,,"(34.2572, -118.596)",91311
187,0000849905-0001-0,WILLIAM/LORI GRIGG,LORIS KITCHEN,15333 SHERMAN WAY #U,van nuys,15333 SHERMAN 91406-4204,4011 STONE CANYON AVENUE,SHERMAN OAKS,91403-4542,722110,Full-service restaurants,6,07/05/1992,,"(34.2012, -118.4672)",91406
188,0003133980-0002-0,YELLOW DOT RESTAURANT GROUP INC,THE RED CHICKZ,557 S SPRING STREET,los angeles,557 SPRING 90013-2303,,,,722110,Full-service restaurants,14,06/01/2019,,"(34.047, -118.2503)",90013
189,0003323217-0001-5,LEANG VOUCH CHEA,ABC TONY DONUT,4555 E 3RD STREET SUITE #A1,los angeles,4555 3RD 90022-1685,,,,722110,Full-service restaurants,0,03/01/2022,,,90022
190,0003321967-0001-6,TSIBUGAN NA! FILIPINO CUISISNE LLC,,735 E 12TH STREET    #403,los angeles,735 12TH 90021-2264,,,,722110,Full-service restaurants,14,06/06/2022,,"(34.0334, -118.2522)",90021
191,0003319548-0001-2,POKITOMIK NORTHRIDGE INC,POKITOMIK,18110 Nordhoff #B,northridge,18110 NORDHOFF 91325,,,,722110,Full-service restaurants,12,06/15/2022,,"(34.2352, 34.2352)",91325
192,0003121106-0001-3,MJ CASAMAR INC,CASA MARAVILLA BAR & GRILL,1828 S VERMONT AVENUE,los angeles,1828 VERMONT 90006-4526,1828 S VERMONT AVENUE,LOS ANGELES,90006-4526,722110,Full-service restaurants,1,07/01/2019,,"(34.0405, -118.2913)",90006
193,0000838001-0001-4,USA DONUTS & CROISSANTS,,7041 TOPANGA CANYON BLVD,canoga park,7041 TOPANGA CANYON 91303-1961,,,,722110,Full-service restaurants,3,03/01/2003,,"(34.1981, -118.606)",91303
194,0003040946-0001-3,E4 INVESTMENTS INC,TERIYAKI MADNESS SYLMAR,18941 GRANADA CIRCLE,porter ranch,18941 GRANADA 91326-1505,18941 GRANADA CIRCLE,PORTER RANCH,91326-1505,722110,Full-service restaurants,12,03/15/2018,,"(34.2858, -118.5465)",91326
195,0003135288-0001-5,ALEN KHACHIKYAN,2 GUYS KABOB,8440   BRADLEY AVENUE,sun valley,8440 BRADLEY 91352-3308,,,,722110,Full-service restaurants,6,07/01/2019,,"(34.2239, -118.3701)",91352
196,0000450306-0002-2,RUBIOS RESTAURANTS INC,RUBIO'S FRESH MEXICAN GRILL,4250 LINCOLN BLVD,marina del rey,4250 LINCOLN 90292-5654,2200   FARADAY AVENUE   SUITE #250,CARLSBAD,92008-7234,722110,Full-service restaurants,11,10/17/1996,,"(33.9858, -118.4435)",90292
197,0003203186-0001-0,VALLEY RESTAURANT INC,,20002 VENTURA BLVD,woodland hills,20002 Ventura 91364-2632,,,,722110,Full-service restaurants,3,05/01/2020,,"(34.1716, -118.5686)",91364
198,0002558294-0001-2,WSTHREE-55 INC,WINGSTOP,12745 VAN NUYS BLVD,pacoima,12745 VAN NUYS 91331-1627,20058 VENTURA BLVD,WOODLAND HILLS,91364-2637,722110,Full-service restaurants,7,05/02/2011,,"(34.2745, -118.4104)",91331
199,0002826659-0001-6,SUJITRA FUHTRAKOON,THAI SILK EXPRESS,1260 S SOTO STREET #17,los angeles,1260 SOTO 90023-2631,,,,722110,Full-service restaurants,14,04/01/2015,,"(34.0272, -118.2195)",90023
200,0003136142-0001-2,PROVIDENCIA II LLC,LA TAPACHULTECA,8640   VAN NUYS BLVD,panorama city,8640 VAN NUYS 91402-2913,,,,722110,Full-service restaurants,6,07/08/2019,,"(34.2267, -118.4493)",91402
201,0003210481-0001-6,BELAIR BISTRO,,2337   ROSCOMARE ROAD   UNIT #4,los angeles,2337 ROSCOMARE 90077,2337   ROSCOMARE ROAD   UNIT #4,LOS ANGELES,90077-1851,722110,Full-service restaurants,5,09/21/2020,,"(34.1167, -118.4644)",90077
202,0000850893-0007-5,KAZI FOODS INC,KFC # H730-016,6502 LAUREL CANYON BLVD,n hollywood,6502 LAUREL CANYON 91606-1521,3671 SUNSWEPT DRIVE,STUDIO CITY,91604-2325,722110,Full-service restaurants,2,03/01/1991,,"(34.1885, -118.3964)",91606
203,0002301814-0003-5,UROOS TRADING INC,BAJA FRESH NORTHRIDGE,9159 RESEDA BLVD,northridge,9159 RESEDA 91324-3031,,,,722110,Full-service restaurants,12,01/01/2022,,"(34.2367, -118.537)",91324
204,0002371086-0003-9,WILSON PITRUZZELLI INVESTMENTS LLC,BREADLAM,826 E 3RD STREET,los angeles,826 3RD 90013-1820,,,,722110,Full-service restaurants,14,01/01/2016,,"(34.0456, -118.2353)",90013
205,0003095168-0003-9,"FM RESTAURANTS EL TORITO OPCO, LLC",EL TORITO CANTINA AUTENTICA,14433  1/2   VENTURA BLVD,sherman oaks,14433 VENTURA 91423-2678,,,,722110,Full-service restaurants,4,11/05/2018,,"(34.1508, -118.4472)",91423
206,0003131828-0001-3,"PARAMOUNT BROOKLYN, LLC",,2706 E CESAR E CHAVEZ AVENUE,los angeles,2706 CESAR E CHAVEZ 90033-3106,2404   WILSHIRE BLVD   SUITE #8A,LOS ANGELES,90057-3342,722110,Full-service restaurants,14,06/05/2018,,"(34.0448, -118.204)",90033
207,0003257866-0001-1,POSH MANAGEMENT,PARADISE LA UNCUT,889 W 190TH STREET,gardena,889 190TH 90248-4236,849   VICTOR AVENUE   #1,INGLEWOOD,90302-2658,722110,Full-service restaurants,15,07/15/2021,,"(33.8597, -118.2898)",90248
